"oil_spill_id","From","jiv_number","date_reported","date_spill","date_spill_clean","jiv_date","facility_equipment/incident_site","area/terrain","cause","volume","cleanup_status","comments","lga","jiv_lookup_id","JIV.Asset.Id","JIV.Url","JIV.Cause.Verified","JIV.Location.Verified","JIV.Comment","Included","Monitors manual changes","JIV Location - reconstructed to monior manual changes in split data","Location.Type","Location.Unit","Lat/Northing","Long/Easting","Area","Area Unit","photo_lookup_id","Photo.Asset.Id","Photo.Url","Photo.Damage.Followup","map.type","map.description","map.lat","map.lon","Photo.Damage"
"185","shell","882025","10/21/12","","","10/24/12 0:00","Otumara Well 20L Flowline at Ugboegungun","Swamp","Operational","71","Containment in place. Recovery of spilled volume completed on 18th November 2012. Initial Cleanup of residual impacted area was completed on 7th February 2013. Remediation was completed on 18th February 2013.","Site Certification completed on 2nd April 2013.","","185jiv","456","https://decoder.blob.core.windows.net/oil-spill-assets/data/456.pdf","2012-10-20 - 2012-10-24 - Corrosion - Operational","NEMB - DEC - 182480 - 301910 - 2093.5 - met","","Y","No change","NEMB - DEC - 182480 - 301910 - 2093.5 - met","NEMB","DEC","182480","301910","2093.5","met","185photo","412","https://decoder.blob.core.windows.net/oil-spill-assets/data/412.pdf","Not enough details","WGS84","Converted from Nigeria West Belt",5.650382571288168,5.142583105118486,
"186","shell","1003203","7/5/13","","","7/6/13 0:00","20'' Otumara to Escravos Trunkline at Otumara","Swamp","Sabotage","3","Spill was contained on 02 Jul 2013, recovery completed on 01 Aug 2013, assessment completed on 09 Oct 2013, clean-up and remediation completed on 14 Mar 2014, site certified on 16 May 2014","-","","186jiv","1093","https://decoder.blob.core.windows.net/oil-spill-assets/data/1093.pdf","2013-07-02 - 2013-07-06 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Sabotage - Crude theft","NEMB - DEC - 180538 - 303706 - 305 - met","","Y","No change","NEMB - DEC - 180538 - 303706 - 305 - met","NEMB","DEC","180538","303706","305","met","186photo","1031","https://decoder.blob.core.windows.net/oil-spill-assets/data/1031.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.632798439424225,5.158777983956235,
"187","shell","1084422","12/5/13","","","12/10/13 0:00","Seibou Bulkline3 at Azargbene","Swamp","Sabotage","59","Spill was contained on 04 Dec 2013, recovery completed on 23 Dec 2013, assessment completed on 13 Mar 2014, clean-up and remediation completed on 09 May 2014, site certified on 18 Jun 2014","-","","187jiv","949","https://decoder.blob.core.windows.net/oil-spill-assets/data/949.pdf","2013-12-04 - 2013-12-10 - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 97833.60 - 380687.94 - 111463.04 - met","","Y","No change","NEMB - DEC - 97833.60 - 380687.94 - 111463.04 - met","NEMB","DEC","97833.60","380687.94","111463.04","met","187photo","872","https://decoder.blob.core.windows.net/oil-spill-assets/data/872.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.883662995144211,5.8520853360203064,
"188","shell","1520687","11/5/15","","","11/9/15 0:00","24'' Trans Escravos Pipeline Right of Way at Obotobo","Swamp","Sabotage","2","Recovery completed on 05 Nov 2015, assessment completed on 11 Dec 2015, clean-up and remediation planned for May 2017","-","","188jiv","517","https://decoder.blob.core.windows.net/oil-spill-assets/data/517.pdf","2015-11-05 - 2015-11-09 - Other - Third party interference - Sabotage","LLWGS - DEC - 5.424926 - 5.290526 - 0.0029 - ha","","Y","No change","LLWGS - DEC - 5.424926 - 5.290526 - 0.0029 - ha","LLWGS","DEC","5.424926","5.290526","0.0029","ha","188photo","458","https://decoder.blob.core.windows.net/oil-spill-assets/data/458.pdf","Not enough details","WGS84","",5.424926,5.290526,
"189","shell","722667","10/4/11","","","10/4/11 0:00","6'' Obigbo - Ogale Condensate line at Komkom","Land","Sabotage / Theft","0.22","No recoverable oil was found on site.","JIV recommends no cleanup action required. Closed.","","189jiv","1315","https://decoder.blob.core.windows.net/oil-spill-assets/data/1315.pdf","2011-10-04 - 2011-10-04 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference","NEMB - DEC - 93572.38 - 521711.94 - 1 - met","","Y","No change","NEMB - DEC - 93572.38 - 521711.94 - 1 - met","NEMB","DEC","93572.38","521711.94","1","met","189photo","1255","https://decoder.blob.core.windows.net/oil-spill-assets/data/1255.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.841390773352345,7.122856881627915,
"190","shell","1207520","7/4/14","","","7/8/14 0:00","12'' Imo River - Ogale Pipeline at Komkom","Land","Sabotage","3","Recovery completed on 09 Jul 2014, assessment completed on 20 Aug 2014, clean-up and remediation completed on 12 Jan 2015, site certified on 25 Mar 2015","-","","190jiv","1468","https://decoder.blob.core.windows.net/oil-spill-assets/data/1468.pdf","2014-07-04 - 2014-07-08 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 95067.12 - 522328.08 - 0.02 - ha","","Y","No change","NEMB - DEC - 95067.12 - 522328.08 - 0.02 - ha","NEMB","DEC","95067.12","522328.08","0.02","ha","190photo","1387","https://decoder.blob.core.windows.net/oil-spill-assets/data/1387.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.854876516776179,7.1284591038021485,
"191","shell","1119794","2/9/14","","","2/12/14 0:00","Santa Barbara  Well 4L/S Flowline at Nembe Bassambiri","Swamp","Sabotage","11","Recovery completed on 15 Feb 2014, assessment completed on 27 Mar 2014, clean-up and remediation completed on 12 Jun 2014, site certified on 09 Sep 2014","-","","191jiv","648","https://decoder.blob.core.windows.net/oil-spill-assets/data/648.pdf","41677 - 41682 - Hack saw cut - Third party interference; sabotage","NEMB - DEC - 59944.01 - 450448.70 - 0.98 - ha","0","Y","No change","NEMB - DEC - 59944.01 - 450448.70 - 0.98 - ha","NEMB","DEC","59944.01","450448.70","0.98","ha","191photo","589","https://decoder.blob.core.windows.net/oil-spill-assets/data/589.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.539551357567762,6.47992973063471,
"192","shell","840178","7/7/12","","","7/14/12 0:00","28'' Nkpoku - Bomu Pipeline at Gio","Land","Sabotage / Theft","9.8","Recovery of spilled volume was completed on 15th July 2012. Initial cleanup of residual impacted area completed on 22nd April 2013.","Site certification completed on 30th June 2013.","","192jiv","1039","https://decoder.blob.core.windows.net/oil-spill-assets/data/1039.pdf","2012-07-11 - 2012-07-12 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference","NEMB - DEC - 77409 - 531570 - 0.076 - ha","","Y","No change","NEMB - DEC - 77409 - 531570 - 0.076 - ha","NEMB","DEC","77409","531570","0.076","ha","192photo","955","https://decoder.blob.core.windows.net/oil-spill-assets/data/955.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.694988926243923,7.211078920364453,
"193","shell","973192","5/7/13","","","5/10/13 0:00","6'' Yokri Manifold 7 Low Pressure 1 Line","Swamp","Operational","1","No recoverable oil found, assessment completed on 06 Jun 2013, clean-up and remediation completed on 16 May 2014, site certified on 30 Jun 2014","-","","193jiv","1261","https://decoder.blob.core.windows.net/oil-spill-assets/data/1261.pdf","2013-05-07 - 2013-05-10 - Corrosion - Operational","NEMB - DEC - 159242 - 314651 - 11 - met","","Y","No change","NEMB - DEC - 159242 - 314651 - 11 - met","NEMB","DEC","159242","314651","11","met","193photo","1179","https://decoder.blob.core.windows.net/oil-spill-assets/data/1179.pdf","Corrosion","WGS84","Converted from Nigeria West Belt",5.440053121213521,5.257342569027372,
"194","shell","1730891","10/13/16","","","10/17/16 0:00","28'' Bomu-Bonny Pipeline at Okolo Launch","Swamp","Sabotage","0.1","No recoverable oil found, assessment completed on 26 Nov 2016, clean-up and remediation planned for July 2017","-","","194jiv","353","https://decoder.blob.core.windows.net/oil-spill-assets/data/353.pdf","2016-10-12 - 2016-10-17 - Third party tampering with clamp - Third party interference - Sabotage","LLWGS - DEC - 4.50463 - 7.22303 - 0.0048 - ha","","Y","No change","LLWGS - DEC - 4.50463 - 7.22303 - 0.0048 - ha","LLWGS","DEC","4.50463","7.22303","0.0048","ha","194photo","306","https://decoder.blob.core.windows.net/oil-spill-assets/data/306.pdf","Clamp","WGS84","",4.50463,7.22303,
"195","shell","1634018","5/14/16","","","5/17/16 0:00","12'' Imo River - Ogale Pipeline at Owaza","Land","Sabotage","330","Recovery completed on 20 May 2016, assessment completed on 26 May 2016, clean-up and remediation planned for March 2017","-","","195jiv","416","https://decoder.blob.core.windows.net/oil-spill-assets/data/416.pdf","42504 - 42507 - Crude oil theft (illegal bunkering) point - Third party interference; crude theft","LLWGS - DEC - 4.94641 - 7.184861 - 0.4 - ha","0","Y","No change","LLWGS - DEC - 4.94641 - 7.184861 - 0.4 - ha","LLWGS","DEC","4.94641","7.184861","0.4","ha","195photo","354","https://decoder.blob.core.windows.net/oil-spill-assets/data/354.pdf","N/A","WGS84","",4.94641,7.184861,
"196","shell","1553730","1/6/16","","","1/8/16 0:00","28'' Bomu - Bonny Pipeline at Opobo Riser Owokiri","Swamp","Operational","0.1","Spill was contained on 05 Jan 2016, no recoverable oil found, assessment completed on 08 Jan 2016, clean-up and remediation not required, site certified on 04 Jul 2016","-","","196jiv","462","https://decoder.blob.core.windows.net/oil-spill-assets/data/462.pdf","2016-01-05 - 2016-01-08 - Other - Operational","LLWGS - DEC - 04.540385 - 007.245549 - 0.001 - ha","Description of leak point: ""Draining from flange"" ","Y","No change","LLWGS - DEC - 04.540385 - 007.245549 - 0.001 - ha","LLWGS","DEC","04.540385","007.245549","0.001","ha","196photo","417","https://decoder.blob.core.windows.net/oil-spill-assets/data/417.pdf","Not enough details","WGS84","",4.540385,7.245549,
"197","shell","1459739","8/10/15","","","8/21/15 0:00","16''  Tunu - Brass Creek Pipeline at Agbidiama","Swamp","Sabotage","0.4","Spill was contained on 03 Aug 2015, no recoverable oil found, assessment completed on 04 Dec 2015, clean-up and remediation planned for March 2017","-","","197jiv","729","https://decoder.blob.core.windows.net/oil-spill-assets/data/729.pdf","2015-08-03 - 2015-08-21 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 04.91494 - 005.61341 - 0.007 - ha","","Y","No change","LLWGS - DEC - 04.91494 - 005.61341 - 0.007 - ha","LLWGS","DEC","04.91494","005.61341","0.007","ha","197photo","655","https://decoder.blob.core.windows.net/oil-spill-assets/data/655.pdf","N/A","WGS84","",4.91494,5.61341,
"198","shell","1103975","1/17/14","","","1/19/14 0:00","28''  Nkpoku - Bomu Pipeline at Ekporo","Land","Sabotage","276","Recovery completed on 21 Jan 2014, assessment completed on 07 Mar 2014, clean-up and remediation completed on 27 Nov 2014, site certified on 23 May 2015","-","","198jiv","596","https://decoder.blob.core.windows.net/oil-spill-assets/data/596.pdf","41656 - 41658 - Failed Weld-on illegal hot tap valve; Crude oil theft (illegal bunkering) point - Third party interference; crude theft","NEMB - DEC - 80037.24 - 528613.28 - 0.05 - ha","0","Y","No change","NEMB - DEC - 80037.24 - 528613.28 - 0.05 - ha","NEMB","DEC","80037.24","528613.28","0.05","ha","198photo","523","https://decoder.blob.core.windows.net/oil-spill-assets/data/523.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.71884120763505,7.184544050100131,
"199","shell","1021274","8/7/13","","","8/12/13 0:00","Etelebou F/S W1 & 2 Wellhead at Ogboloma","Land","Sabotage","386","Spill was contained on 09 Aug 2013, recovery completed on 11 Sep 2013, assessment completed on 19 Sep 2013, clean-up and remediation completed on 26 Jan 2015, site certified on 25 Mar 2015","-","","199jiv","1107","https://decoder.blob.core.windows.net/oil-spill-assets/data/1107.pdf","41492 - 41498 - Others - Others (including mystery spills)","NEMB - DEC - 113778.01 - 432537.05 - 0.41 - ha","Human Error; location was not provided, took from coordinates of impacted area","Y","No change","NEMB - DEC - 113778.01 - 432537.05 - 0.41 - ha","NEMB","DEC","113778.01","432537.05","0.41","ha","199photo","1044","https://decoder.blob.core.windows.net/oil-spill-assets/data/1044.pdf","Not enough details","WGS84","Converted from Nigeria West Belt",5.026719644633037,6.319860460431122,
"200","shell","1298530","12/3/14","","","12/10/14 0:00","10'' Diebu Creek - Nun river Pipeline at Ekowe","Land","Sabotage","8","Spill was contained on 04 Dec 2014, recovery completed on 15 Dec 2014, assessment completed on 21 Jan 2015, clean-up and remediation completed on 10 Jul 2015, site certified on 21 Sep 2015","-","","200jiv","818","https://decoder.blob.core.windows.net/oil-spill-assets/data/818.pdf","2014-12-03 - 2014-12-10 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 79119.55 - 402276.01 - 0.1 - ha","","Y","No change","NEMB - DEC - 79119.55 - 402276.01 - 0.1 - ha","NEMB","DEC","79119.55","402276.01","0.1","ha","200photo","732","https://decoder.blob.core.windows.net/oil-spill-assets/data/732.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.714014564647174,6.046317501981287,
"201","shell","1394890","5/5/15","","","5/15/15 0:00","20'' Opukushi-Brass Creek Pipeline at Tamogbene","Swamp","Sabotage","0.6","No recoverable oil found, assessment completed on 16 Jun 2015, clean-up and remediation completed on 10 Nov 2015, site certification planned for June 2016","-","","201jiv","963","https://decoder.blob.core.windows.net/oil-spill-assets/data/963.pdf","2015-05-01 - 2015-05-15 - Crude oil theft/ illegal bunkering - Other - Third party interference - Crude theft","LLWGS - DEC - 4.94191 - 5.68705 - 0.015 - ha","Others: "" weld-on illegal hot-tap valve at 12 o'clock position; On excavation, a 4"" illegal hot tap valve was seen welded on the 20"" Opukushi-Brass Creek pipeline at 12 o'clock position and it was not leaking at the point of attachment to the 20"" crude oil pipeline. Though, there was oil sheen on surface water within SPDC right of way due to disconnected illegal flowline.","Y","No change","LLWGS - DEC - 4.94191 - 5.68705 - 0.015 - ha","LLWGS","DEC","4.94191","5.68705","0.015","ha","201photo","885","https://decoder.blob.core.windows.net/oil-spill-assets/data/885.pdf","N/A","WGS84","",4.94191,5.68705,
"202","shell","1806249","2/22/17","","","2/27/17 0:00","Imo River Well 21L Flowline","Land","Sabotage","0.1","No recoverable oil found, assessment completed on 17 Mar 2017, clean-up and remediation planned for October 2017","-","","202jiv","221","https://decoder.blob.core.windows.net/oil-spill-assets/data/221.pdf","2017-02-22 - 2017-02-27 - Hack saw cut - Third party interference - Sabotage","LLWGS - DEC - 4.98303 - 7.16781 - 1 - met","","Y","No change","LLWGS - DEC - 4.98303 - 7.16781 - 1 - met","LLWGS","DEC","4.98303","7.16781","1","met","202photo","179","https://decoder.blob.core.windows.net/oil-spill-assets/data/179.pdf","N/A","WGS84","",4.98303,7.16781,
"203","shell","1154852","4/5/14","","","4/7/14 0:00","KoloCreek Well 3T Flowline at Otuasega","Swamp","Sabotage","18","Recovery completed on 17 Apr 2014, assessment completed on 15 May 2014, clean-up and remediation completed on 28 Jan 2015, site certified on 25 Mar 2015","-","","203jiv","600","https://decoder.blob.core.windows.net/oil-spill-assets/data/600.pdf","2014-04-04 - 2014-04-07 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 99070.10 - 434415.75 - 0.030 - ha","","Y","No change","NEMB - DEC - 99070.10 - 434415.75 - 0.030 - ha","NEMB","DEC","99070.10","434415.75","0.030","ha","203photo","525","https://decoder.blob.core.windows.net/oil-spill-assets/data/525.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.89369171196616,6.336429497457939,
"204","shell","1267811","10/14/14","","","10/16/14 0:00","12'' Imo River - Ogale Pipeline at Owaza","Land","Sabotage","1","Spill was contained on 13 Oct 2014, recovery completed on 14 Oct 2014, assessment completed on 13 Jan 2015, clean-up and remediation completed on 21 Jul 2016, site certified on 20 Sep 2016","-","","204jiv","661","https://decoder.blob.core.windows.net/oil-spill-assets/data/661.pdf","2014-10-13 - 2014-10-16 - Third party interference - Crude theft","NEMB - DEC - 108475.62 - 523677.58 - 0.07 - ha","Section of Imo river - pipeline at Owaze showing one crude theft point at 12 o 'clock position","Y","No change","NEMB - DEC - 108475.62 - 523677.58 - 0.07 - ha","NEMB","DEC","108475.62","523677.58","0.07","ha","204photo","601","https://decoder.blob.core.windows.net/oil-spill-assets/data/601.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.975994144721234,7.1410924927603885,
